# IdentifierType.txt
# Date: 2025-08-04, 21:58:43 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Security Mechanisms for UTS #39
# Version: 17.0.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr39
#
# Format
#
# Field 0: code point
# Field 1: set of Identifier_Type values
#          See the "Identifier_Status and Identifier_Type" table of UTS #39:
#          https://www.unicode.org/reports/tr39/#Identifier_Status_and_Type

#
# For the purpose of regular expressions, the property Identifier_Type is defined as
# mapping each code point to a set of enumerated values.
# The short name of Identifier_Type is ID_Type.
# The possible values are:
#   Not_Character, Deprecated, Default_Ignorable, Not_NFKC, Not_XID,
#   Exclusion, Obsolete, Technical, Uncommon_Use, Limited_Use, Inclusion, Recommended
# The short name of each value is the same as its long name.

# All code points not explicitly listed for Identifier_Type
# have the value Not_Character.

# @missing: 0000..10FFFF; Not_Character

# As usual, sets are unordered, with no duplicate values.


#	Identifier_Type:	Recommended

5C24..5C25    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-5C24..CJK UNIFIED IDEOGRAPH-5C25
5C27..5C28    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-5C27..CJK UNIFIED IDEOGRAPH-5C28
5C2A..5C35    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-5C2A..CJK UNIFIED IDEOGRAPH-5C35
5C37..5C59    ; Recommended                    # 1.1   [35] CJK UNIFIED IDEOGRAPH-5C37..CJK UNIFIED IDEOGRAPH-5C59
5C5B..5C84    ; Recommended                    # 1.1   [42] CJK UNIFIED IDEOGRAPH-5C5B..CJK UNIFIED IDEOGRAPH-5C84
5C86..5CB3    ; Recommended                    # 1.1   [46] CJK UNIFIED IDEOGRAPH-5C86..CJK UNIFIED IDEOGRAPH-5CB3
5CB5..5CB8    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-5CB5..CJK UNIFIED IDEOGRAPH-5CB8
5CBA..5CD4    ; Recommended                    # 1.1   [27] CJK UNIFIED IDEOGRAPH-5CBA..CJK UNIFIED IDEOGRAPH-5CD4
5CD6..5CDC    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-5CD6..CJK UNIFIED IDEOGRAPH-5CDC
5CDE..5CF4    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-5CDE..CJK UNIFIED IDEOGRAPH-5CF4
5CF6..5D2A    ; Recommended                    # 1.1   [53] CJK UNIFIED IDEOGRAPH-5CF6..CJK UNIFIED IDEOGRAPH-5D2A
5D2C..5D2E    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-5D2C..CJK UNIFIED IDEOGRAPH-5D2E
5D30..5D3A    ; Recommended                    # 1.1   [11] CJK UNIFIED IDEOGRAPH-5D30..CJK UNIFIED IDEOGRAPH-5D3A
5D3C..5D52    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-5D3C..CJK UNIFIED IDEOGRAPH-5D52
5D54..5D56    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-5D54..CJK UNIFIED IDEOGRAPH-5D56
5D58..5D5F    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-5D58..CJK UNIFIED IDEOGRAPH-5D5F
5D61..5D82    ; Recommended                    # 1.1   [34] CJK UNIFIED IDEOGRAPH-5D61..CJK UNIFIED IDEOGRAPH-5D82
5D84..5D95    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-5D84..CJK UNIFIED IDEOGRAPH-5D95
5D97..5DA2    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-5D97..CJK UNIFIED IDEOGRAPH-5DA2
5DA5..5DAA    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-5DA5..CJK UNIFIED IDEOGRAPH-5DAA
5DAC..5DB2    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-5DAC..CJK UNIFIED IDEOGRAPH-5DB2
5DB4..5DB8    ; Recommended                    # 1.1    [5] CJK UNIFIED IDEOGRAPH-5DB4..CJK UNIFIED IDEOGRAPH-5DB8
5DBA..5DC3    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-5DBA..CJK UNIFIED IDEOGRAPH-5DC3
5DC5..5DD6    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-5DC5..CJK UNIFIED IDEOGRAPH-5DD6
5DD8..5DD9    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-5DD8..CJK UNIFIED IDEOGRAPH-5DD9
5DDB          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-5DDB
5DDD..5DF5    ; Recommended                    # 1.1   [25] CJK UNIFIED IDEOGRAPH-5DDD..CJK UNIFIED IDEOGRAPH-5DF5
5DF7..5E11    ; Recommended                    # 1.1   [27] CJK UNIFIED IDEOGRAPH-5DF7..CJK UNIFIED IDEOGRAPH-5E11
5E13..5E47    ; Recommended                    # 1.1   [53] CJK UNIFIED IDEOGRAPH-5E13..CJK UNIFIED IDEOGRAPH-5E47
5E49..5E50    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-5E49..CJK UNIFIED IDEOGRAPH-5E50
5E52..5E91    ; Recommended                    # 1.1   [64] CJK UNIFIED IDEOGRAPH-5E52..CJK UNIFIED IDEOGRAPH-5E91
5E93..5EB9    ; Recommended                    # 1.1   [39] CJK UNIFIED IDEOGRAPH-5E93..CJK UNIFIED IDEOGRAPH-5EB9
5EBB..5EBF    ; Recommended                    # 1.1    [5] CJK UNIFIED IDEOGRAPH-5EBB..CJK UNIFIED IDEOGRAPH-5EBF
5EC1..5EEA    ; Recommended                    # 1.1   [42] CJK UNIFIED IDEOGRAPH-5EC1..CJK UNIFIED IDEOGRAPH-5EEA
5EEC..5EF8    ; Recommended                    # 1.1   [13] CJK UNIFIED IDEOGRAPH-5EEC..CJK UNIFIED IDEOGRAPH-5EF8
5EFA..5F0D    ; Recommended                    # 1.1   [20] CJK UNIFIED IDEOGRAPH-5EFA..CJK UNIFIED IDEOGRAPH-5F0D
5F0F..5F3A    ; Recommended                    # 1.1   [44] CJK UNIFIED IDEOGRAPH-5F0F..CJK UNIFIED IDEOGRAPH-5F3A
5F3C          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-5F3C
5F3E..5F8E    ; Recommended                    # 1.1   [81] CJK UNIFIED IDEOGRAPH-5F3E..CJK UNIFIED IDEOGRAPH-5F8E
5F90..5F99    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-5F90..CJK UNIFIED IDEOGRAPH-5F99
5F9B..5FA2    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-5F9B..CJK UNIFIED IDEOGRAPH-5FA2
5FA5..5FAF    ; Recommended                    # 1.1   [11] CJK UNIFIED IDEOGRAPH-5FA5..CJK UNIFIED IDEOGRAPH-5FAF
5FB1..5FC1    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-5FB1..CJK UNIFIED IDEOGRAPH-5FC1
5FC3..5FCD    ; Recommended                    # 1.1   [11] CJK UNIFIED IDEOGRAPH-5FC3..CJK UNIFIED IDEOGRAPH-5FCD
5FCF..5FDA    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-5FCF..CJK UNIFIED IDEOGRAPH-5FDA
5FDC..5FE1    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-5FDC..CJK UNIFIED IDEOGRAPH-5FE1
5FE3..5FEB    ; Recommended                    # 1.1    [9] CJK UNIFIED IDEOGRAPH-5FE3..CJK UNIFIED IDEOGRAPH-5FEB
5FED..5FFB    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-5FED..CJK UNIFIED IDEOGRAPH-5FFB
5FFD..6022    ; Recommended                    # 1.1   [38] CJK UNIFIED IDEOGRAPH-5FFD..CJK UNIFIED IDEOGRAPH-6022
6024..6055    ; Recommended                    # 1.1   [50] CJK UNIFIED IDEOGRAPH-6024..CJK UNIFIED IDEOGRAPH-6055
6057..6060    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-6057..CJK UNIFIED IDEOGRAPH-6060
6062..6070    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-6062..CJK UNIFIED IDEOGRAPH-6070
6072..6073    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-6072..CJK UNIFIED IDEOGRAPH-6073
6075..6090    ; Recommended                    # 1.1   [28] CJK UNIFIED IDEOGRAPH-6075..CJK UNIFIED IDEOGRAPH-6090
6092          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6092
6094..60A4    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6094..CJK UNIFIED IDEOGRAPH-60A4
60A6..60D1    ; Recommended                    # 1.1   [44] CJK UNIFIED IDEOGRAPH-60A6..CJK UNIFIED IDEOGRAPH-60D1
60D3..60D5    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-60D3..CJK UNIFIED IDEOGRAPH-60D5
60D7..60DD    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-60D7..CJK UNIFIED IDEOGRAPH-60DD
60DF..60E4    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-60DF..CJK UNIFIED IDEOGRAPH-60E4
60E6..60FC    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-60E6..CJK UNIFIED IDEOGRAPH-60FC
60FE..6101    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-60FE..CJK UNIFIED IDEOGRAPH-6101
6103..6106    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6103..CJK UNIFIED IDEOGRAPH-6106
6108..6110    ; Recommended                    # 1.1    [9] CJK UNIFIED IDEOGRAPH-6108..CJK UNIFIED IDEOGRAPH-6110
6112..611D    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-6112..CJK UNIFIED IDEOGRAPH-611D
611F..6130    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-611F..CJK UNIFIED IDEOGRAPH-6130
6132          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6132
6134          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6134
6136..6137    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-6136..CJK UNIFIED IDEOGRAPH-6137
613A..615F    ; Recommended                    # 1.1   [38] CJK UNIFIED IDEOGRAPH-613A..CJK UNIFIED IDEOGRAPH-615F
6161..617A    ; Recommended                    # 1.1   [26] CJK UNIFIED IDEOGRAPH-6161..CJK UNIFIED IDEOGRAPH-617A
617C..617E    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-617C..CJK UNIFIED IDEOGRAPH-617E
6180..6185    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-6180..CJK UNIFIED IDEOGRAPH-6185
6187..6196    ; Recommended                    # 1.1   [16] CJK UNIFIED IDEOGRAPH-6187..CJK UNIFIED IDEOGRAPH-6196
6198..619B    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6198..CJK UNIFIED IDEOGRAPH-619B
619D..61B8    ; Recommended                    # 1.1   [28] CJK UNIFIED IDEOGRAPH-619D..CJK UNIFIED IDEOGRAPH-61B8
61BA          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-61BA
61BC..61D2    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-61BC..CJK UNIFIED IDEOGRAPH-61D2
61D4          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-61D4
61D6..61EB    ; Recommended                    # 1.1   [22] CJK UNIFIED IDEOGRAPH-61D6..CJK UNIFIED IDEOGRAPH-61EB
61ED..61EE    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-61ED..CJK UNIFIED IDEOGRAPH-61EE
61F0..6204    ; Recommended                    # 1.1   [21] CJK UNIFIED IDEOGRAPH-61F0..CJK UNIFIED IDEOGRAPH-6204
6206..6234    ; Recommended                    # 1.1   [47] CJK UNIFIED IDEOGRAPH-6206..CJK UNIFIED IDEOGRAPH-6234
6236..6238    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-6236..CJK UNIFIED IDEOGRAPH-6238
623A..6256    ; Recommended                    # 1.1   [29] CJK UNIFIED IDEOGRAPH-623A..CJK UNIFIED IDEOGRAPH-6256
6258..628C    ; Recommended                    # 1.1   [53] CJK UNIFIED IDEOGRAPH-6258..CJK UNIFIED IDEOGRAPH-628C
628E..629C    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-628E..CJK UNIFIED IDEOGRAPH-629C
629E..62DD    ; Recommended                    # 1.1   [64] CJK UNIFIED IDEOGRAPH-629E..CJK UNIFIED IDEOGRAPH-62DD
62DF..62E9    ; Recommended                    # 1.1   [11] CJK UNIFIED IDEOGRAPH-62DF..CJK UNIFIED IDEOGRAPH-62E9
62EB..6309    ; Recommended                    # 1.1   [31] CJK UNIFIED IDEOGRAPH-62EB..CJK UNIFIED IDEOGRAPH-6309
630B..6316    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-630B..CJK UNIFIED IDEOGRAPH-6316
6318..6330    ; Recommended                    # 1.1   [25] CJK UNIFIED IDEOGRAPH-6318..CJK UNIFIED IDEOGRAPH-6330
6332..6336    ; Recommended                    # 1.1    [5] CJK UNIFIED IDEOGRAPH-6332..CJK UNIFIED IDEOGRAPH-6336
6338..635A    ; Recommended                    # 1.1   [35] CJK UNIFIED IDEOGRAPH-6338..CJK UNIFIED IDEOGRAPH-635A
635C..638A    ; Recommended                    # 1.1   [47] CJK UNIFIED IDEOGRAPH-635C..CJK UNIFIED IDEOGRAPH-638A
638C..6392    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-638C..CJK UNIFIED IDEOGRAPH-6392
6394..63D0    ; Recommended                    # 1.1   [61] CJK UNIFIED IDEOGRAPH-6394..CJK UNIFIED IDEOGRAPH-63D0
63D2..643A    ; Recommended                    # 1.1  [105] CJK UNIFIED IDEOGRAPH-63D2..CJK UNIFIED IDEOGRAPH-643A
643D..6448    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-643D..CJK UNIFIED IDEOGRAPH-6448
644A..6459    ; Recommended                    # 1.1   [16] CJK UNIFIED IDEOGRAPH-644A..CJK UNIFIED IDEOGRAPH-6459
645B..647D    ; Recommended                    # 1.1   [35] CJK UNIFIED IDEOGRAPH-645B..CJK UNIFIED IDEOGRAPH-647D
647F..6485    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-647F..CJK UNIFIED IDEOGRAPH-6485
6487..64A0    ; Recommended                    # 1.1   [26] CJK UNIFIED IDEOGRAPH-6487..CJK UNIFIED IDEOGRAPH-64A0
64A2..64AE    ; Recommended                    # 1.1   [13] CJK UNIFIED IDEOGRAPH-64A2..CJK UNIFIED IDEOGRAPH-64AE
64B0..64B5    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-64B0..CJK UNIFIED IDEOGRAPH-64B5
64B7..64C7    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-64B7..CJK UNIFIED IDEOGRAPH-64C7
64C9..64D4    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-64C9..CJK UNIFIED IDEOGRAPH-64D4
64D6..64ED    ; Recommended                    # 1.1   [24] CJK UNIFIED IDEOGRAPH-64D6..CJK UNIFIED IDEOGRAPH-64ED
64EF..64F4    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-64EF..CJK UNIFIED IDEOGRAPH-64F4
64F6..64F8    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-64F6..CJK UNIFIED IDEOGRAPH-64F8
64FA..6501    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-64FA..CJK UNIFIED IDEOGRAPH-6501
6503..6509    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6503..CJK UNIFIED IDEOGRAPH-6509
650B..651E    ; Recommended                    # 1.1   [20] CJK UNIFIED IDEOGRAPH-650B..CJK UNIFIED IDEOGRAPH-651E
6520..6527    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-6520..CJK UNIFIED IDEOGRAPH-6527
6529..653F    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-6529..CJK UNIFIED IDEOGRAPH-653F
6541          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6541
6543..6559    ; Recommended                    # 1.1   [23] CJK UNIFIED IDEOGRAPH-6543..CJK UNIFIED IDEOGRAPH-6559
655B..655E    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-655B..CJK UNIFIED IDEOGRAPH-655E
6560..657C    ; Recommended                    # 1.1   [29] CJK UNIFIED IDEOGRAPH-6560..CJK UNIFIED IDEOGRAPH-657C
657E..6589    ; Recommended                    # 1.1   [12] CJK UNIFIED IDEOGRAPH-657E..CJK UNIFIED IDEOGRAPH-6589
658B..6599    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-658B..CJK UNIFIED IDEOGRAPH-6599
659B..65B4    ; Recommended                    # 1.1   [26] CJK UNIFIED IDEOGRAPH-659B..CJK UNIFIED IDEOGRAPH-65B4
65B6..65BD    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-65B6..CJK UNIFIED IDEOGRAPH-65BD
65BF..65C7    ; Recommended                    # 1.1    [9] CJK UNIFIED IDEOGRAPH-65BF..CJK UNIFIED IDEOGRAPH-65C7
65CA..65D0    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-65CA..CJK UNIFIED IDEOGRAPH-65D0
65D2..65D7    ; Recommended                    # 1.1    [6] CJK UNIFIED IDEOGRAPH-65D2..CJK UNIFIED IDEOGRAPH-65D7
65D9..65DB    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-65D9..CJK UNIFIED IDEOGRAPH-65DB
65DD..65E3    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-65DD..CJK UNIFIED IDEOGRAPH-65E3
65E5..65E9    ; Recommended                    # 1.1    [5] CJK UNIFIED IDEOGRAPH-65E5..CJK UNIFIED IDEOGRAPH-65E9
65EB..65F8    ; Recommended                    # 1.1   [14] CJK UNIFIED IDEOGRAPH-65EB..CJK UNIFIED IDEOGRAPH-65F8
65FA..65FD    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-65FA..CJK UNIFIED IDEOGRAPH-65FD
65FF..6616    ; Recommended                    # 1.1   [24] CJK UNIFIED IDEOGRAPH-65FF..CJK UNIFIED IDEOGRAPH-6616
6618..662B    ; Recommended                    # 1.1   [20] CJK UNIFIED IDEOGRAPH-6618..CJK UNIFIED IDEOGRAPH-662B
662D..6636    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-662D..CJK UNIFIED IDEOGRAPH-6636
6639..6647    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-6639..CJK UNIFIED IDEOGRAPH-6647
6649..664C    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6649..CJK UNIFIED IDEOGRAPH-664C
664E..665F    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-664E..CJK UNIFIED IDEOGRAPH-665F
6661..6662    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-6661..CJK UNIFIED IDEOGRAPH-6662
6664..6691    ; Recommended                    # 1.1   [46] CJK UNIFIED IDEOGRAPH-6664..CJK UNIFIED IDEOGRAPH-6691
6693..669B    ; Recommended                    # 1.1    [9] CJK UNIFIED IDEOGRAPH-6693..CJK UNIFIED IDEOGRAPH-669B
669D          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-669D
669F..66AB    ; Recommended                    # 1.1   [13] CJK UNIFIED IDEOGRAPH-669F..CJK UNIFIED IDEOGRAPH-66AB
66AE..66CF    ; Recommended                    # 1.1   [34] CJK UNIFIED IDEOGRAPH-66AE..CJK UNIFIED IDEOGRAPH-66CF
66D1..66D2    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-66D1..CJK UNIFIED IDEOGRAPH-66D2
66D4..66D6    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-66D4..CJK UNIFIED IDEOGRAPH-66D6
66D8..66DE    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-66D8..CJK UNIFIED IDEOGRAPH-66DE
66E0..66EE    ; Recommended                    # 1.1   [15] CJK UNIFIED IDEOGRAPH-66E0..CJK UNIFIED IDEOGRAPH-66EE
66F0..6701    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-66F0..CJK UNIFIED IDEOGRAPH-6701
6703..6706    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6703..CJK UNIFIED IDEOGRAPH-6706
6708..6718    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6708..CJK UNIFIED IDEOGRAPH-6718
671A..6723    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-671A..CJK UNIFIED IDEOGRAPH-6723
6725..6728    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6725..CJK UNIFIED IDEOGRAPH-6728
672A..6766    ; Recommended                    # 1.1   [61] CJK UNIFIED IDEOGRAPH-672A..CJK UNIFIED IDEOGRAPH-6766
6768..6787    ; Recommended                    # 1.1   [32] CJK UNIFIED IDEOGRAPH-6768..CJK UNIFIED IDEOGRAPH-6787
6789..6795    ; Recommended                    # 1.1   [13] CJK UNIFIED IDEOGRAPH-6789..CJK UNIFIED IDEOGRAPH-6795
6797..67BC    ; Recommended                    # 1.1   [38] CJK UNIFIED IDEOGRAPH-6797..CJK UNIFIED IDEOGRAPH-67BC
67BE          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-67BE
67C0..67D4    ; Recommended                    # 1.1   [21] CJK UNIFIED IDEOGRAPH-67C0..CJK UNIFIED IDEOGRAPH-67D4
67D6          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-67D6
67D8..67F8    ; Recommended                    # 1.1   [33] CJK UNIFIED IDEOGRAPH-67D8..CJK UNIFIED IDEOGRAPH-67F8
67FA..6800    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-67FA..CJK UNIFIED IDEOGRAPH-6800
6802..6814    ; Recommended                    # 1.1   [19] CJK UNIFIED IDEOGRAPH-6802..CJK UNIFIED IDEOGRAPH-6814
6816..6826    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6816..CJK UNIFIED IDEOGRAPH-6826
6828..682F    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-6828..CJK UNIFIED IDEOGRAPH-682F
6831..6857    ; Recommended                    # 1.1   [39] CJK UNIFIED IDEOGRAPH-6831..CJK UNIFIED IDEOGRAPH-6857
6859          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6859
685B..685D    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-685B..CJK UNIFIED IDEOGRAPH-685D
685F..6879    ; Recommended                    # 1.1   [27] CJK UNIFIED IDEOGRAPH-685F..CJK UNIFIED IDEOGRAPH-6879
687B..6894    ; Recommended                    # 1.1   [26] CJK UNIFIED IDEOGRAPH-687B..CJK UNIFIED IDEOGRAPH-6894
6896..6898    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-6896..CJK UNIFIED IDEOGRAPH-6898
689A..68A4    ; Recommended                    # 1.1   [11] CJK UNIFIED IDEOGRAPH-689A..CJK UNIFIED IDEOGRAPH-68A4
68A6..68B7    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-68A6..CJK UNIFIED IDEOGRAPH-68B7
68B9..68C2    ; Recommended                    # 1.1   [10] CJK UNIFIED IDEOGRAPH-68B9..CJK UNIFIED IDEOGRAPH-68C2
68C4..68D8    ; Recommended                    # 1.1   [21] CJK UNIFIED IDEOGRAPH-68C4..CJK UNIFIED IDEOGRAPH-68D8
68DA..68E1    ; Recommended                    # 1.1    [8] CJK UNIFIED IDEOGRAPH-68DA..CJK UNIFIED IDEOGRAPH-68E1
68E3..68E4    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-68E3..CJK UNIFIED IDEOGRAPH-68E4
68E6..6908    ; Recommended                    # 1.1   [35] CJK UNIFIED IDEOGRAPH-68E6..CJK UNIFIED IDEOGRAPH-6908
690A..693D    ; Recommended                    # 1.1   [52] CJK UNIFIED IDEOGRAPH-690A..CJK UNIFIED IDEOGRAPH-693D
693F..694C    ; Recommended                    # 1.1   [14] CJK UNIFIED IDEOGRAPH-693F..CJK UNIFIED IDEOGRAPH-694C
694E..699E    ; Recommended                    # 1.1   [81] CJK UNIFIED IDEOGRAPH-694E..CJK UNIFIED IDEOGRAPH-699E
69A0..69A1    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-69A0..CJK UNIFIED IDEOGRAPH-69A1
69A3..69BF    ; Recommended                    # 1.1   [29] CJK UNIFIED IDEOGRAPH-69A3..CJK UNIFIED IDEOGRAPH-69BF
69C1..69D0    ; Recommended                    # 1.1   [16] CJK UNIFIED IDEOGRAPH-69C1..CJK UNIFIED IDEOGRAPH-69D0
69D3..69D4    ; Recommended                    # 1.1    [2] CJK UNIFIED IDEOGRAPH-69D3..CJK UNIFIED IDEOGRAPH-69D4
69D8..6A02    ; Recommended                    # 1.1   [43] CJK UNIFIED IDEOGRAPH-69D8..CJK UNIFIED IDEOGRAPH-6A02
6A04..6A1B    ; Recommended                    # 1.1   [24] CJK UNIFIED IDEOGRAPH-6A04..CJK UNIFIED IDEOGRAPH-6A1B
6A1D..6A23    ; Recommended                    # 1.1    [7] CJK UNIFIED IDEOGRAPH-6A1D..CJK UNIFIED IDEOGRAPH-6A23
6A25..6A36    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-6A25..CJK UNIFIED IDEOGRAPH-6A36
6A38..6A49    ; Recommended                    # 1.1   [18] CJK UNIFIED IDEOGRAPH-6A38..CJK UNIFIED IDEOGRAPH-6A49
6A4B..6A5B    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6A4B..CJK UNIFIED IDEOGRAPH-6A5B
6A5D..6A6D    ; Recommended                    # 1.1   [17] CJK UNIFIED IDEOGRAPH-6A5D..CJK UNIFIED IDEOGRAPH-6A6D
6A6F          ; Recommended                    # 1.1        CJK UNIFIED IDEOGRAPH-6A6F
6A71..6A85    ; Recommended                    # 1.1   [21] CJK UNIFIED IDEOGRAPH-6A71..CJK UNIFIED IDEOGRAPH-6A85
6A87..6A89    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-6A87..CJK UNIFIED IDEOGRAPH-6A89
6A8B..6A8E    ; Recommended                    # 1.1    [4] CJK UNIFIED IDEOGRAPH-6A8B..CJK UNIFIED IDEOGRAPH-6A8E
6A90..6A98    ; Recommended                    # 1.1    [9] CJK UNIFIED IDEOGRAPH-6A90..CJK UNIFIED IDEOGRAPH-6A98
6A9A..6A9C    ; Recommended                    # 1.1    [3] CJK UNIFIED IDEOGRAPH-6A9A..CJK UNIFIED IDEOGRAPH-6A9C
